norad_cat_id,object_name,country_code,rcs_size,min_separation_km,hours_within_100km,prior,likelihood_ratio,posterior,propagation_failed
21854,COSMOS 2178 (GLONASS),CIS,LARGE,18524.4528,0.0,0.05,0.0004,0.0,False
43508,COSMOS 2527 (GLONASS),CIS,LARGE,18525.7094,0.0,0.05,0.0004,0.0,False
22056,COSMOS 2206 (GLONASS),CIS,LARGE,18525.8192,0.0,0.05,0.0004,0.0,False
28917,COSMOS 2417 (GLONASS),CIS,LARGE,18525.8641,0.0,0.05,0.0004,0.0,False
19751,COSMOS 1989 (ETALON 1),CIS,LARGE,18526.477,0.0,0.05,0.0004,0.0,False
37829,COSMOS 2474 (GLONASS),CIS,LARGE,18527.1478,0.0,0.05,0.0004,0.0,False
44850,COSMOS 2544 (GLONASS),CIS,LARGE,18527.8263,0.0,0.05,0.0004,0.0,False
28916,COSMOS 2418 (GLONASS),CIS,LARGE,18527.8695,0.0,0.05,0.0004,0.0,False
16962,COSMOS 1779 (GLONASS),CIS,LARGE,18527.9205,0.0,0.05,0.0004,0.0,False
23621,COSMOS 2317 (GLONASS),CIS,LARGE,18529.513,0.0,0.05,0.0004,0.0,False
33466,COSMOS 2447 (GLONASS),CIS,LARGE,18529.7005,0.0,0.05,0.0004,0.0,False
65590,COSMOS 2595 (GLONASS),CIS,LARGE,18529.9777,0.0,0.05,0.0004,0.0,False
23622,COSMOS 2318 (GLONASS),CIS,LARGE,18530.6714,0.0,0.05,0.0004,0.0,False
57517,COSMOS 2569 (GLONASS),CIS,LARGE,18531.0797,0.0,0.05,0.0004,0.0,False
21217,COSMOS 2140 (GLONASS),CIS,LARGE,18531.3335,0.0,0.05,0.0004,0.0,False
19502,COSMOS 1971 (GLONASS),CIS,MEDIUM,18531.5214,0.0,0.05,0.0004,0.0,False
42939,COSMOS 2522 (GLONASS),CIS,LARGE,18532.4192,0.0,0.05,0.0004,0.0,False
23204,COSMOS 2289 (GLONASS),CIS,LARGE,18532.7617,0.0,0.05,0.0004,0.0,False
32277,COSMOS 2431 (GLONASS),CIS,LARGE,18533.1454,0.0,0.05,0.0004,0.0,False
19750,COSMOS 1988 (GLONASS),CIS,LARGE,18534.4539,0.0,0.05,0.0004,0.0,False
27619,COSMOS 2395 (GLONASS),CIS,LARGE,18535.2243,0.0,0.05,0.0004,0.0,False
28509,COSMOS 2411 (GLONASS),CIS,LARGE,18536.1587,0.0,0.05,0.0004,0.0,False
23736,COSMOS 2323 (GLONASS),CIS,LARGE,18536.4028,0.0,0.05,0.0004,0.0,False
18355,COSMOS 1883 (GLONASS),CIS,MEDIUM,18536.4163,0.0,0.05,0.0004,0.0,False
36401,COSMOS 2461 (GLONASS),CIS,LARGE,18536.5043,0.0,0.05,0.0004,0.0,False
33378,COSMOS 2442 (GLONASS),CIS,LARGE,18536.5555,0.0,0.05,0.0004,0.0,False
19749,COSMOS 1987 (GLONASS),CIS,LARGE,18537.042,0.0,0.05,0.0004,0.0,False
21007,COSMOS 2110 (GLONASS),CIS,LARGE,18537.2422,0.0,0.05,0.0004,0.0,False
16396,COSMOS 1710 (GLONASS),CIS,MEDIUM,18537.39,0.0,0.05,0.0004,0.0,False
19165,COSMOS 1948 (GLONASS),CIS,LARGE,18537.4754,0.0,0.05,0.0004,0.0,False
52984,COSMOS 2557 (GLONASS),CIS,LARGE,18537.6089,0.0,0.05,0.0004,0.0,False
25595,COSMOS 2362 (GLONASS),CIS,LARGE,18538.0047,0.0,0.05,0.0004,0.0,False
14978,COSMOS 1555 (GLONASS),CIS,MEDIUM,18538.1049,0.0,0.05,0.0004,0.0,False
21218,COSMOS 2141 (GLONASS),CIS,LARGE,18538.3267,0.0,0.05,0.0004,0.0,False
43687,COSMOS 2529 (GLONASS),CIS,LARGE,18538.3543,0.0,0.05,0.0004,0.0,False
32276,COSMOS 2432 (GLONASS),CIS,LARGE,18538.9387,0.0,0.05,0.0004,0.0,False
23734,COSMOS 2325 (GLONASS),CIS,LARGE,18539.6016,0.0,0.05,0.0004,0.0,False
41330,COSMOS 2514 (GLONASS),CIS,LARGE,18540.3057,0.0,0.05,0.0004,0.0,False
36113,COSMOS 2458 (GLONASS),CIS,LARGE,18540.9703,0.0,0.05,0.0004,0.0,False
33468,COSMOS 2448 (GLONASS),CIS,LARGE,18541.2486,0.0,0.05,0.0004,0.0,False
22514,COSMOS 2235 (GLONASS),CIS,LARGE,18541.3094,0.0,0.05,0.0004,0.0,False
21853,COSMOS 2177 (GLONASS),CIS,LARGE,18542.8617,0.0,0.05,0.0004,0.0,False
54377,COSMOS 2564 (GLONASS),CIS,LARGE,18543.3875,0.0,0.05,0.0004,0.0,False
32393,COSMOS 2434 (GLONASS),CIS,LARGE,18543.6094,0.0,0.05,0.0004,0.0,False
44299,COSMOS 2534 (GLONASS),CIS,LARGE,18543.6787,0.0,0.05,0.0004,0.0,False
23512,COSMOS 2308 (GLONASS),CIS,LARGE,18543.8883,0.0,0.05,0.0004,0.0,False
26989,COSMOS 2380 (GLONASS),CIS,LARGE,18543.9743,0.0,0.05,0.0004,0.0,False
21008,COSMOS 2111 (GLONASS),CIS,LARGE,18544.2768,0.0,0.05,0.0004,0.0,False
22057,COSMOS 2204 (GLONASS),CIS,LARGE,18545.1248,0.0,0.05,0.0004,0.0,False
23398,COSMOS 2294 (GLONASS),CIS,LARGE,18545.1699,0.0,0.05,0.0004,0.0,False
28508,COSMOS 2413 (GLONASS),CIS,LARGE,18545.5214,0.0,0.05,0.0004,0.0,False
16398,COSMOS 1712 (GLONASS),CIS,MEDIUM,18545.8161,0.0,0.05,0.0004,0.0,False
23205,COSMOS 2288 (GLONASS),CIS,LARGE,18546.3531,0.0,0.05,0.0004,0.0,False
40001,COSMOS 2500 (GLONASS),CIS,LARGE,18546.9422,0.0,0.05,0.0004,0.0,False
15698,COSMOS 1651 (GLONASS),CIS,LARGE,18547.1877,0.0,0.05,0.0004,0.0,False
23397,COSMOS 2296 (GLONASS),CIS,LARGE,18547.6306,0.0,0.05,0.0004,0.0,False
15699,COSMOS 1652 (GLONASS),CIS,MEDIUM,18548.4747,0.0,0.05,0.0004,0.0,False
20025,COSMOS 2023 (GLONASS),CIS,LARGE,18548.4794,0.0,0.05,0.0004,0.0,False
26565,COSMOS 2376 (GLONASS),CIS,LARGE,18548.6071,0.0,0.05,0.0004,0.0,False
19501,COSMOS 1970 (GLONASS),CIS,LARGE,18548.8061,0.0,0.05,0.0004,0.0,False
27618,COSMOS 2396 (GLONASS),CIS,LARGE,18549.4772,0.0,0.05,0.0004,0.0,False
36111,COSMOS 2456 (GLONASS),CIS,LARGE,18550.0503,0.0,0.05,0.0004,0.0,False
16397,COSMOS 1711 (GLONASS),CIS,MEDIUM,18550.0989,0.0,0.05,0.0004,0.0,False
14258,COSMOS 1490 (GLONASS),CIS,LARGE,18550.126,0.0,0.05,0.0004,0.0,False
23203,COSMOS 2287 (GLONASS),CIS,LARGE,18550.8072,0.0,0.05,0.0004,0.0,False
36402,COSMOS 2460 (GLONASS),CIS,LARGE,18551.2407,0.0,0.05,0.0004,0.0,False
27617,COSMOS 2394 (GLONASS),CIS,LARGE,18551.3753,0.0,0.05,0.0004,0.0,False
23735,COSMOS 2324 (GLONASS),CIS,LARGE,18551.377,0.0,0.05,0.0004,0.0,False
54031,COSMOS 2559 (GLONASS),CIS,LARGE,18551.512,0.0,0.05,0.0004,0.0,False
63130,COSMOS 2584(GLONASS),CIS,LARGE,18551.8861,0.0,0.05,0.0004,0.0,False
16961,COSMOS 1778 (GLONASS),CIS,MEDIUM,18552.6173,0.0,0.05,0.0004,0.0,False
20024,COSMOS 2022 (GLONASS),CIS,LARGE,18552.6374,0.0,0.05,0.0004,0.0,False
23043,COSMOS 2276 (GLONASS),CIS,LARGE,18552.6783,0.0,0.05,0.0004,0.0,False
45358,COSMOS 2545 (GLONASS),CIS,LARGE,18552.9382,0.0,0.05,0.0004,0.0,False
36400,COSMOS 2459 (GLONASS),CIS,LARGE,18553.5483,0.0,0.05,0.0004,0.0,False
46805,COSMOS 2547 (GLONASS),CIS,LARGE,18553.7476,0.0,0.05,0.0004,0.0,False
19163,COSMOS 1946 (GLONASS),CIS,MEDIUM,18554.6931,0.0,0.05,0.0004,0.0,False
22513,COSMOS 2236 (GLONASS),CIS,LARGE,18555.2574,0.0,0.05,0.0004,0.0,False
39620,COSMOS 2492 (GLONASS),CIS,LARGE,18555.4006,0.0,0.05,0.0004,0.0,False
28915,COSMOS 2419 (GLONASS),CIS,LARGE,18555.6008,0.0,0.05,0.0004,0.0,False
23511,COSMOS 2307 (GLONASS),CIS,LARGE,18555.9305,0.0,0.05,0.0004,0.0,False
26564,COSMOS 2375 (GLONASS),CIS,LARGE,18556.2179,0.0,0.05,0.0004,0.0,False
36112,COSMOS 2457 (GLONASS),CIS,LARGE,18556.3145,0.0,0.05,0.0004,0.0,False
33379,COSMOS 2443 (GLONASS),CIS,LARGE,18556.4791,0.0,0.05,0.0004,0.0,False
32275,COSMOS 2433 (GLONASS),CIS,LARGE,18556.7313,0.0,0.05,0.0004,0.0,False
19503,COSMOS 1972 (GLONASS),CIS,MEDIUM,18557.6449,0.0,0.05,0.0004,0.0,False
14590,COSMOS 1519 (GLONASS),CIS,LARGE,18557.8348,0.0,0.05,0.0004,0.0,False
26987,COSMOS 2382 (GLONASS),CIS,LARGE,18558.4285,0.0,0.05,0.0004,0.0,False
21216,COSMOS 2139 (GLONASS),CIS,LARGE,18559.9924,0.0,0.05,0.0004,0.0,False
16963,COSMOS 1780 (GLONASS),CIS,MEDIUM,18560.5786,0.0,0.05,0.0004,0.0,False
14979,COSMOS 1556 (GLONASS),CIS,MEDIUM,18567.284,0.0,0.05,0.0004,0.0,False
37372,COSMOS 2471 (GLONASS),CIS,LARGE,18569.3449,0.0,0.05,0.0004,0.0,False
14260,COSMOS 1492 (GLONASS),CIS,MEDIUM,18580.1844,0.0,0.05,0.0004,0.0,False
15260,COSMOS 1594 (GLONASS),CIS,MEDIUM,18585.3517,0.0,0.05,0.0004,0.0,False
59706,ZHIHUI TIANWANG-1 01B,PRC,,19551.7301,0.0,0.05,0.0004,0.0,False
59705,ZHIHUI TIANWANG-1 01A,PRC,LARGE,19556.0012,0.0,0.05,0.0004,0.0,False
24282,CHINASAT 7,PRC,MEDIUM,20212.1869,0.0,0.05,0.0004,0.0,False
64527,COSMOS 2590,CIS,,20534.5088,0.0,0.05,0.0004,0.0,False
38774,BEIDOU 14,PRC,LARGE,20845.5816,0.0,0.05,0.0004,0.0,False
44864,BEIDOU 3M19,PRC,LARGE,20889.8041,0.0,0.05,0.0004,0.0,False
44865,BEIDOU 3M20,PRC,LARGE,20901.3642,0.0,0.05,0.0004,0.0,False
38250,BEIDOU 12,PRC,LARGE,20905.2812,0.0,0.05,0.0004,0.0,False
38251,BEIDOU 13,PRC,LARGE,20914.9438,0.0,0.05,0.0004,0.0,False
43001,BEIDOU 3M1,PRC,LARGE,20916.6251,0.0,0.05,0.0004,0.0,False
43208,BEIDOU 3M6,PRC,LARGE,20923.6356,0.0,0.05,0.0004,0.0,False
44542,BEIDOU 3M23,PRC,LARGE,20923.9923,0.0,0.05,0.0004,0.0,False
40748,BD-18,PRC,LARGE,20928.823,0.0,0.05,0.0004,0.0,False
44793,BEIDOU 3M21,PRC,LARGE,20930.7978,0.0,0.05,0.0004,0.0,False
43002,BEIDOU 3M2,PRC,LARGE,20930.8288,0.0,0.05,0.0004,0.0,False
43602,BEIDOU 3M11,PRC,LARGE,20931.4646,0.0,0.05,0.0004,0.0,False
38775,BEIDOU 15,PRC,LARGE,20931.7819,0.0,0.05,0.0004,0.0,False
43647,BEIDOU 3M15,PRC,LARGE,20933.0109,0.0,0.05,0.0004,0.0,False
58655,BEIDOU 3 M26,PRC,LARGE,20934.5747,0.0,0.05,0.0004,0.0,False
43622,BEIDOU 3M13,PRC,LARGE,20936.4556,0.0,0.05,0.0004,0.0,False
41315,BD-21,PRC,LARGE,20936.5041,0.0,0.05,0.0004,0.0,False
43581,BEIDOU 3M9,PRC,LARGE,20938.3983,0.0,0.05,0.0004,0.0,False
43603,BEIDOU 3M12,PRC,LARGE,20938.4138,0.0,0.05,0.0004,0.0,False
43582,BEIDOU 3M10,PRC,LARGE,20938.6641,0.0,0.05,0.0004,0.0,False
61186,BEIDOU 3M25,PRC,,20939.2104,0.0,0.05,0.0004,0.0,False
44794,BEIDOU 3M22,PRC,LARGE,20939.4907,0.0,0.05,0.0004,0.0,False
43246,BEIDOU 3M8,PRC,LARGE,20939.908,0.0,0.05,0.0004,0.0,False
43107,BEIDOU 3M3,PRC,LARGE,20940.4913,0.0,0.05,0.0004,0.0,False
43648,BEIDOU 3M16,PRC,LARGE,20941.3658,0.0,0.05,0.0004,0.0,False
61187,BEIDOU 3M27,PRC,LARGE,20941.6081,0.0,0.05,0.0004,0.0,False
43706,BEIDOU 3M17,PRC,LARGE,20942.4944,0.0,0.05,0.0004,0.0,False
43108,BEIDOU 3M4,PRC,LARGE,20945.8274,0.0,0.05,0.0004,0.0,False
43707,BEIDOU 3M18,PRC,LARGE,20951.1015,0.0,0.05,0.0004,0.0,False
40749,BD-19,PRC,LARGE,20952.8068,0.0,0.05,0.0004,0.0,False
43623,BEIDOU 3M14,PRC,LARGE,20953.4991,0.0,0.05,0.0004,0.0,False
58654,BEIDOU 3 M28,PRC,LARGE,20956.2225,0.0,0.05,0.0004,0.0,False
44543,BEIDOU 3M24,PRC,LARGE,20959.8098,0.0,0.05,0.0004,0.0,False
43207,BEIDOU 3M5,PRC,LARGE,20964.3927,0.0,0.05,0.0004,0.0,False
43245,BEIDOU 3M7,PRC,LARGE,20964.6701,0.0,0.05,0.0004,0.0,False
31115,BEIDOU 2,PRC,LARGE,21866.4286,0.0,0.05,0.0003,0.0,False
11158,GORIZONT 1,CIS,LARGE,22331.0266,0.0,0.05,0.0003,0.0,False
64467,COSMOS 2589,CIS,LARGE,30176.0055,0.0,0.05,0.0002,0.0,False
13901,ASTRON,CIS,LARGE,31723.0066,0.0,0.05,0.0002,0.0,False
37763,BEIDOU 9,PRC,LARGE,34597.6934,0.0,0.05,0.0001,0.0,False
24894,COSMOS 2345,CIS,LARGE,34607.4012,0.0,0.05,0.0001,0.0,False
23415,DFH-3 1,PRC,LARGE,34609.1704,0.0,0.05,0.0001,0.0,False
43539,BEIDOU IGSO-7,PRC,LARGE,34802.8068,0.0,0.05,0.0001,0.0,False
12351,RADUGA 8,CIS,LARGE,34837.3058,0.0,0.05,0.0001,0.0,False
37948,BEIDOU 10,PRC,LARGE,34838.5077,0.0,0.05,0.0001,0.0,False
7229,COSMOS 637,CIS,LARGE,34933.7014,0.0,0.05,0.0001,0.0,False
36828,BEIDOU 5,PRC,LARGE,34992.4789,0.0,0.05,0.0001,0.0,False
27775,COSMOS 2397,CIS,LARGE,35030.459,0.0,0.05,0.0001,0.0,False
46610,GAOFEN 13,PRC,LARGE,35033.7268,0.0,0.05,0.0001,0.0,False
41869,TIANLIAN 1-04,PRC,LARGE,35037.1241,0.0,0.05,0.0001,0.0,False
41434,BEIDOU IGSO-6,PRC,LARGE,35058.7648,0.0,0.05,0.0001,0.0,False
44337,BEIDOU 3 IGSO-2,PRC,LARGE,35059.3543,0.0,0.05,0.0001,0.0,False
62485,SJ-25,PRC,LARGE,35065.0186,0.0,0.05,0.0001,0.0,False
9503,EKRAN 1,CIS,LARGE,35068.7742,0.0,0.05,0.0001,0.0,False
49330,SJ-21,PRC,LARGE,35081.1504,0.0,0.05,0.0001,0.0,False
19073,COSMOS 1940,CIS,LARGE,35101.6466,0.0,0.05,0.0001,0.0,False
43874,TJS-3,PRC,LARGE,35103.4488,0.0,0.05,0.0001,0.0,False
37256,BEIDOU 7,PRC,LARGE,35107.3766,0.0,0.05,0.0001,0.0,False
10365,EKRAN 2,CIS,LARGE,35116.4122,0.0,0.05,0.0001,0.0,False
40938,BD-20,PRC,LARGE,35122.0339,0.0,0.05,0.0001,0.0,False
11273,EKRAN 3,CIS,LARGE,35122.6995,0.0,0.05,0.0001,0.0,False
19928,RADUGA 23,CIS,LARGE,35127.6876,0.0,0.05,0.0001,0.0,False
9416,RADUGA 2,CIS,MEDIUM,35129.3856,0.0,0.05,0.0001,0.0,False
55131,SJ-23,PRC,LARGE,35131.2402,0.0,0.05,0.0001,0.0,False
13554,EKRAN 9,CIS,MEDIUM,35136.5992,0.0,0.05,0.0001,0.0,False
25896,YAMAL 101,CIS,LARGE,35138.3127,0.0,0.05,0.0001,0.0,False
40549,BD-17,PRC,LARGE,35143.0028,0.0,0.05,0.0001,0.0,False
14867,COSMOS 1546,CIS,MEDIUM,35145.6019,0.0,0.05,0.0001,0.0,False
20693,COSMOS 2085,CIS,LARGE,35145.7106,0.0,0.05,0.0001,0.0,False
24435,EXPRESS 2,CIS,LARGE,35147.9399,0.0,0.05,0.0001,0.0,False
63361,TIANLIAN-2 04,PRC,LARGE,35149.3529,0.0,0.05,0.0001,0.0,False
47851,SHIYAN 9 (SY-9),PRC,LARGE,35152.1244,0.0,0.05,0.0001,0.0,False
7392,MOLNIYA 1-S,CIS,LARGE,35157.3152,0.0,0.05,0.0001,0.0,False
22557,RADUGA 29,CIS,LARGE,35160.5784,0.0,0.05,0.0001,0.0,False
22963,GALS 1,CIS,LARGE,35161.2635,0.0,0.05,0.0001,0.0,False
38953,BEIDOU 16,PRC,LARGE,35166.1422,0.0,0.05,0.0001,0.0,False
44204,BEIDOU 3 IGSO-1,PRC,LARGE,35166.2716,0.0,0.05,0.0001,0.0,False
38101,COSMOS 2479,CIS,LARGE,35168.9486,0.0,0.05,0.0001,0.0,False
48808,FENGYUN 4B,PRC,LARGE,35169.8621,0.0,0.05,0.0001,0.0,False
44709,BEIDOU 3 IGSO-3,PRC,LARGE,35171.3953,0.0,0.05,0.0001,0.0,False
21132,RADUGA 27,CIS,LARGE,35171.7127,0.0,0.05,0.0001,0.0,False
44910,SJ-20,PRC,LARGE,35171.869,0.0,0.05,0.0001,0.0,False
44637,TJS-4,PRC,LARGE,35172.7211,0.0,0.05,0.0001,0.0,False
20953,GORIZONT 22,CIS,LARGE,35175.1772,0.0,0.05,0.0001,0.0,False
66142,TJS-20,PRC,,35175.4537,0.0,0.05,0.0001,0.0,False
10987,RADUGA 4,CIS,MEDIUM,35175.7714,0.0,0.05,0.0001,0.0,False
18631,RADUGA 21,CIS,LARGE,35176.2714,0.0,0.05,0.0001,0.0,False
44231,BEIDOU 2 G8,PRC,LARGE,35177.1168,0.0,0.05,0.0001,0.0,False
22112,COSMOS 2209,CIS,LARGE,35177.589,0.0,0.05,0.0001,0.0,False
16199,COSMOS 1700,CIS,LARGE,35177.7772,0.0,0.05,0.0001,0.0,False
38091,BEIDOU 11,PRC,LARGE,35178.0552,0.0,0.05,0.0001,0.0,False
16769,GORIZONT 12,CIS,LARGE,35178.7797,0.0,0.05,0.0001,0.0,False
65486,SHIYAN 29,PRC,LARGE,35179.2153,0.0,0.05,0.0001,0.0,False
21821,RADUGA 28,CIS,LARGE,35179.2726,0.0,0.05,0.0001,0.0,False
15574,COSMOS 1629,CIS,LARGE,35179.5789,0.0,0.05,0.0001,0.0,False
58582,YAOGAN-41,PRC,LARGE,35180.6935,0.0,0.05,0.0001,0.0,False
16250,RADUGA 17,CIS,LARGE,35180.9004,0.0,0.05,0.0001,0.0,False
23880,GORIZONT 32,CIS,LARGE,35181.2766,0.0,0.05,0.0001,0.0,False
12003,RADUGA 7,CIS,LARGE,35181.9717,0.0,0.05,0.0001,0.0,False
23327,ELEKTRO (GOMS),CIS,LARGE,35182.2196,0.0,0.05,0.0001,0.0,False
26892,COSMOS 2379,CIS,LARGE,35183.0038,0.0,0.05,0.0001,0.0,False
20659,GORIZONT 20,CIS,LARGE,35183.2265,0.0,0.05,0.0001,0.0,False
18922,STTW-2,PRC,LARGE,35183.748,0.0,0.05,0.0001,0.0,False
63157,TJS-15,PRC,LARGE,35183.7809,0.0,0.05,0.0001,0.0,False
22245,GORIZONT 27,CIS,LARGE,35184.6562,0.0,0.05,0.0001,0.0,False
63397,TJS-16,PRC,LARGE,35185.3413,0.0,0.05,0.0001,0.0,False
20473,STTW-4,PRC,LARGE,35185.4464,0.0,0.05,0.0001,0.0,False
47613,TJS-6,PRC,LARGE,35185.6556,0.0,0.05,0.0001,0.0,False
33595,EXPRESS AM-44,CIS,LARGE,35186.0773,0.0,0.05,0.0001,0.0,False
22981,RADUGA 1-3,CIS,LARGE,35186.3517,0.0,0.05,0.0001,0.0,False
12564,EKRAN 7,CIS,LARGE,35186.7941,0.0,0.05,0.0001,0.0,False
37384,BEIDOU 8,PRC,LARGE,35187.0106,0.0,0.05,0.0001,0.0,False
12897,RADUGA 10,CIS,LARGE,35187.2683,0.0,0.05,0.0001,0.0,False
63662,TIANLIAN-2 05,PRC,LARGE,35187.2722,0.0,0.05,0.0001,0.0,False
57624,LUDI TANCE-4 01A,PRC,LARGE,35187.6572,0.0,0.05,0.0001,0.0,False
11561,EKRAN 4,CIS,MEDIUM,35188.2021,0.0,0.05,0.0001,0.0,False
36287,BEIDOU 3,PRC,LARGE,35188.3866,0.0,0.05,0.0001,0.0,False
13177,COSMOS 1366,CIS,MEDIUM,35188.8171,0.0,0.05,0.0001,0.0,False
18443,COSMOS 1894,CIS,LARGE,35189.2817,0.0,0.05,0.0001,0.0,False
47321,TIANTONG-1 3,PRC,LARGE,35189.526,0.0,0.05,0.0001,0.0,False
59069,HG-01,PRC,LARGE,35189.8007,0.0,0.05,0.0001,0.0,False
44067,CHINASAT 6C,PRC,LARGE,35189.8448,0.0,0.05,0.0001,0.0,False
14940,GORIZONT 9,CIS,LARGE,35190.1773,0.0,0.05,0.0001,0.0,False
25315,COSMOS 2350,CIS,LARGE,35190.2462,0.0,0.05,0.0001,0.0,False
11648,GORIZONT 3,CIS,LARGE,35190.3128,0.0,0.05,0.0001,0.0,False
67226,TJS-23,PRC,,35190.3341,0.0,0.05,0.0001,0.0,False
14377,EKRAN 11,CIS,LARGE,35190.4027,0.0,0.05,0.0001,0.0,False
41882,FENGYUN 4A,PRC,LARGE,35190.441,0.0,0.05,0.0001,0.0,False
39022,YAMAL 402,CIS,LARGE,35190.6881,0.0,0.05,0.0001,0.0,False
23680,LUCH 1,CIS,LARGE,35191.0987,0.0,0.05,0.0001,0.0,False
55912,GAOFEN 13 02,PRC,LARGE,35191.1022,0.0,0.05,0.0001,0.0,False
36590,BEIDOU 4,PRC,LARGE,35191.2994,0.0,0.05,0.0001,0.0,False
46916,TIANTONG-1 2,PRC,LARGE,35191.5598,0.0,0.05,0.0001,0.0,False
11343,RADUGA 5,CIS,MEDIUM,35191.6561,0.0,0.05,0.0001,0.0,False
33051,CHINASAT 9,PRC,LARGE,35192.5291,0.0,0.05,0.0001,0.0,False
54230,CHINASAT 19,PRC,LARGE,35192.5325,0.0,0.05,0.0001,0.0,False
37210,BEIDOU 6,PRC,LARGE,35192.6445,0.0,0.05,0.0001,0.0,False
10159,RADUGA 3,CIS,LARGE,35192.9838,0.0,0.05,0.0001,0.0,False
41021,CHINASAT 2C,PRC,LARGE,35193.0383,0.0,0.05,0.0001,0.0,False
22836,RADUGA 30,CIS,MEDIUM,35193.2495,0.0,0.05,0.0001,0.0,False
8513,RADUGA 1,CIS,LARGE,35193.5078,0.0,0.05,0.0001,0.0,False
44307,YAMAL 601,CIS,LARGE,35194.007,0.0,0.05,0.0001,0.0,False
28094,YAMAL 201,CIS,LARGE,35194.1288,0.0,0.05,0.0001,0.0,False
67403,SJ-29B,PRC,,35194.3185,0.0,0.05,0.0001,0.0,False
37677,CHINASAT 10,PRC,LARGE,35194.3551,0.0,0.05,0.0001,0.0,False
60327,HG-02,PRC,LARGE,35194.4877,0.0,0.05,0.0001,0.0,False
58253,CHINASAT-6E,PRC,LARGE,35194.7347,0.0,0.05,0.0001,0.0,False
38107,APSTAR 7,PRC,MEDIUM,35195.0393,0.0,0.05,0.0001,0.0,False
53100,TIANLIAN-2 03,PRC,LARGE,35195.2156,0.0,0.05,0.0001,0.0,False
55686,CHINASAT-26,PRC,LARGE,35195.378,0.0,0.05,0.0001,0.0,False
18575,COSMOS 1897,CIS,LARGE,35195.5276,0.0,0.05,0.0001,0.0,False
40892,TJS-1,PRC,LARGE,35195.7207,0.0,0.05,0.0001,0.0,False
33108,COSMOS 2440,CIS,LARGE,35195.8453,0.0,0.05,0.0001,0.0,False
23448,RADUGA 32,CIS,LARGE,35197.0051,0.0,0.05,0.0001,0.0,False
40505,EXPRESS AM-7,CIS,LARGE,35197.0121,0.0,0.05,0.0001,0.0,False
49505,CHINASAT 1D,PRC,LARGE,35197.0641,0.0,0.05,0.0001,0.0,False
67302,SJ-29A,PRC,,35197.2952,0.0,0.05,0.0001,0.0,False
52255,CHINASAT 6D,PRC,LARGE,35197.3489,0.0,0.05,0.0001,0.0,False
21111,COSMOS 2133,CIS,LARGE,35197.4845,0.0,0.05,0.0001,0.0,False
28089,YAMAL 202,CIS,LARGE,35197.5493,0.0,0.05,0.0001,0.0,False
40367,FENGYUN 2G,PRC,LARGE,35197.8041,0.0,0.05,0.0001,0.0,False
43491,FENGYUN 2H,PRC,MEDIUM,35198.3594,0.0,0.05,0.0001,0.0,False
14725,RADUGA 14,CIS,MEDIUM,35198.5524,0.0,0.05,0.0001,0.0,False
21789,COSMOS 2172,CIS,LARGE,35198.5695,0.0,0.05,0.0001,0.0,False
59020,TJS-11,PRC,,35198.7865,0.0,0.05,0.0001,0.0,False
39727,LUCH 5V,CIS,LARGE,35199.2242,0.0,0.05,0.0001,0.0,False
44978,TJS-5,PRC,LARGE,35199.3583,0.0,0.05,0.0001,0.0,False
64062,CHINASAT 3B,PRC,LARGE,35199.3976,0.0,0.05,0.0001,0.0,False
22269,COSMOS 2224,CIS,LARGE,35199.465,0.0,0.05,0.0001,0.0,False
50005,TIANLIAN 2-02,PRC,LARGE,35199.5039,0.0,0.05,0.0001,0.0,False
20499,RADUGA 25,CIS,LARGE,35199.9148,0.0,0.05,0.0001,0.0,False
43450,APSTAR 6C,PRC,LARGE,35200.0542,0.0,0.05,0.0001,0.0,False
15484,GORIZONT 11,CIS,LARGE,35200.1611,0.0,0.05,0.0001,0.0,False
44903,ELEKTRO-L 3,CIS,LARGE,35200.3403,0.0,0.05,0.0001,0.0,False
40277,EXPRESS AM-6,CIS,LARGE,35200.4314,0.0,0.05,0.0001,0.0,False
45986,EXPRESS 80,CIS,LARGE,35200.6502,0.0,0.05,0.0001,0.0,False
37951,LUCH 5A,CIS,LARGE,35200.7005,0.0,0.05,0.0001,0.0,False
43867,COSMOS 2533,CIS,,35200.8351,0.0,0.05,0.0001,0.0,False
20367,RADUGA 24,CIS,LARGE,35200.8863,0.0,0.05,0.0001,0.0,False
62804,TJS-14,PRC,LARGE,35200.9817,0.0,0.05,0.0001,0.0,False
63075,CHINASAT 10R,PRC,LARGE,35201.0015,0.0,0.05,0.0001,0.0,False
19344,COSMOS 1961,CIS,LARGE,35201.0641,0.0,0.05,0.0001,0.0,False
39612,EXPRESS AT1,CIS,LARGE,35201.129,0.0,0.05,0.0001,0.0,False
41586,BD-2-G7,PRC,LARGE,35201.5089,0.0,0.05,0.0001,0.0,False
53813,CHINASAT 1E,PRC,LARGE,35201.558,0.0,0.05,0.0001,0.0,False
60606,CHINASAT 4A,PRC,LARGE,35201.5678,0.0,0.05,0.0001,0.0,False
45807,BEIDOU 3 G3,PRC,LARGE,35201.9652,0.0,0.05,0.0001,0.0,False
22210,EKRAN 20,CIS,LARGE,35202.6058,0.0,0.05,0.0001,0.0,False
13624,GORIZONT 6,CIS,LARGE,35202.9376,0.0,0.05,0.0001,0.0,False
